event_id,random_seed,sim_natural_frequency,sim_amplitude,sim_damping_ratio,sim_impact_strength,sim_noise_level,sim_optical_noise,sim_sampling_rate,sim_duration,vibration_mean,vibration_std,vibration_rms,vibration_variance,vibration_peak,vibration_peak_to_peak,vibration_crest_factor,vibration_kurtosis,vibration_skewness,vibration_zero_crossing_rate,vibration_energy,dominant_frequency,dominant_frequency_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_peak_count,optical_displacement_max,optical_displacement_rms,optical_displacement_mean,optical_displacement_std,optical_velocity_max,optical_velocity_rms,optical_acceleration_max,optical_acceleration_rms,optical_dominant_frequency,optical_frequency_amplitude,optical_rotation_max,optical_rotation_rms,vibration_optical_correlation,cross_correlation_max,cross_correlation_lag_seconds,scenario
critical_02833,644677438,3.771511,3.057418,0.015307,5.378215,0.120864,0.018181,100.000000,10.000000,0.000000,2.521074,2.521074,6.355815,25.843145,34.645159,10.250847,12.210130,0.971129,0.085085,6355.814920,3.800000,3.137330,23.180654,15.174154,13.610494,1.000000,15.504503,4.271889,2.809099,3.218384,353.576150,98.435424,9572.765195,2350.080429,3.800000,5.560169,1.220000,0.338857,-0.927926,-0.927926,0.000000,CRITICAL
critical_02834,1171829629,3.116231,4.535693,0.011120,6.144375,0.115300,0.020545,100.000000,10.000000,-0.000000,3.643364,3.643364,13.274103,25.381809,35.991559,6.966586,2.715968,0.279759,0.078078,13274.102770,3.100000,5.473595,73.834508,14.371600,13.746088,1.000000,27.786266,9.311919,6.490815,6.676912,530.257616,179.749586,10968.558913,3565.647719,3.100000,14.353104,2.205000,0.739384,-0.969480,-0.969480,0.000000,CRITICAL
critical_02835,833352964,3.240921,5.050214,0.007889,3.946046,0.126901,0.018271,100.000000,10.000000,0.000000,4.030784,4.030784,16.247220,14.535858,24.097169,3.606211,-0.487082,0.009651,0.067067,16247.220190,3.200000,5.725238,65.188460,9.863430,11.806604,1.000000,23.241223,9.762086,7.903690,5.729747,459.567139,195.893567,10406.014461,3995.923928,3.200000,13.922750,1.860000,0.775711,-0.988042,-0.988042,0.000000,CRITICAL
critical_02836,1167147902,3.884307,5.436492,0.009431,4.141175,0.094696,0.025514,100.000000,10.000000,-0.000000,4.415705,4.415705,19.498453,20.621617,33.111974,4.670062,0.447488,0.057123,0.078078,19498.452504,3.900000,6.577458,76.366883,11.135739,12.072427,1.000000,21.419698,7.393109,5.721620,4.682000,498.527278,176.026613,13470.076069,4303.901033,3.900000,11.024353,1.700000,0.587633,-0.984710,-0.984710,0.000000,CRITICAL
critical_02837,2073125438,3.198121,3.463023,0.010158,5.584242,0.080243,0.023477,100.000000,10.000000,0.000000,2.650710,2.650710,7.026265,22.561418,30.215532,8.511462,5.423823,0.552367,0.113113,7026.264793,3.200000,3.947167,38.523207,15.771121,13.927826,1.000000,19.261761,6.354988,4.432143,4.554336,372.494287,125.632014,8093.116376,2554.468783,3.200000,9.822956,1.527500,0.504512,-0.949816,-0.949816,0.000000,CRITICAL
critical_02838,1930419384,3.058162,5.253633,0.015017,6.513101,0.136831,0.026539,100.000000,10.000000,0.000000,3.750535,3.750535,14.066517,24.827558,37.684981,6.619737,3.403835,0.133305,0.065065,14066.516532,3.100000,5.055112,56.143376,12.740622,13.328981,1.000000,35.329798,9.958371,6.773765,7.299676,651.718631,188.954525,12965.958530,3706.124228,3.100000,13.546904,2.815000,0.791358,-0.969390,-0.969390,0.000000,CRITICAL
critical_02839,462868824,3.566023,2.878139,0.011995,3.903285,0.106464,0.026653,100.000000,10.000000,-0.000000,1.853129,1.853129,3.434089,18.333233,24.022795,9.893121,10.057928,0.895874,0.076076,3434.088548,3.600000,2.396579,13.473534,15.515768,13.836042,1.000000,11.369736,3.526471,2.533105,2.453441,246.204291,77.197193,6153.068716,1736.091815,3.600000,4.749619,0.905000,0.280694,-0.938109,-0.938109,0.000000,CRITICAL
critical_02840,2086932808,3.534615,3.756682,0.018970,5.488486,0.111001,0.029387,100.000000,10.000000,0.000000,2.635409,2.635409,6.945381,25.879241,35.643715,9.819819,11.231594,0.813227,0.076076,6945.381271,3.500000,3.217361,23.863728,14.864699,13.706987,1.000000,19.333478,5.103371,3.338686,3.859737,422.017406,110.645351,10640.306593,2495.490587,3.500000,6.609835,1.537500,0.406024,-0.940852,-0.940852,0.000000,CRITICAL
critical_02841,940480601,3.815656,3.530300,0.018266,7.003622,0.109870,0.024959,100.000000,10.000000,0.000000,3.557002,3.557002,12.652260,33.280797,47.340428,9.356419,10.356356,0.641835,0.091091,12652.260242,3.800000,4.583461,54.453605,15.344848,13.628434,1.000000,24.562767,5.937988,3.631953,4.697724,560.191998,139.044775,14986.779925,3377.624411,3.800000,8.031499,1.952500,0.471823,-0.940388,-0.940388,0.000000,CRITICAL
critical_02842,1513628772,3.334534,3.508798,0.015945,6.570069,0.141788,0.026567,100.000000,10.000000,-0.000000,2.800602,2.800602,7.843373,30.224818,39.996919,10.792257,15.356617,1.171755,0.087087,7843.372525,3.300000,3.762669,45.524748,16.315301,13.983214,1.000000,22.370004,5.978911,3.688139,4.705848,457.166740,123.232792,10301.098101,2640.530807,3.300000,8.668818,1.782500,0.475179,-0.933300,-0.933300,0.000000,CRITICAL
critical_02843,1641156605,3.810823,3.356510,0.014591,4.446989,0.093337,0.021349,100.000000,10.000000,0.000000,2.344604,2.344604,5.497170,22.343404,30.574035,9.529712,9.600727,0.762962,0.081081,5497.169835,3.800000,3.306747,34.000006,16.384769,13.822257,1.000000,14.447942,3.910637,2.564627,2.952248,330.588278,91.069470,8950.808643,2199.778105,3.800000,5.802925,1.142500,0.311112,-0.941284,-0.941284,0.000000,CRITICAL
critical_02844,1037102293,3.417076,3.030369,0.008051,3.990441,0.103725,0.026451,100.000000,10.000000,-0.000000,2.166776,2.166776,4.694920,16.729352,22.085907,7.720848,2.993765,0.425913,0.080080,4694.920168,3.400000,3.240030,20.637451,15.063593,13.792078,1.000000,12.038612,4.585864,3.573965,2.873486,250.684565,96.563403,6008.097188,2077.847959,3.400000,7.087636,0.940000,0.364220,-0.956989,-0.956989,0.000000,CRITICAL
critical_02845,980663939,3.689848,2.861800,0.020882,4.345016,0.089108,0.027678,100.000000,10.000000,-0.000000,1.724158,1.724158,2.972720,21.356015,27.981176,12.386345,25.574659,1.762086,0.077077,2972.720393,3.700000,2.260523,14.965290,17.156472,13.889634,1.000000,11.990812,2.949505,1.864244,2.285644,273.301643,66.749358,7102.468883,1574.655142,3.700000,4.210066,0.965000,0.234215,-0.902438,-0.902438,0.000000,CRITICAL
critical_02846,980119821,3.486166,5.079579,0.010050,6.037040,0.095558,0.028425,100.000000,10.000000,0.000000,4.860317,4.860317,23.622679,26.674068,41.122289,5.488134,1.297021,0.095303,0.079079,23622.678984,3.500000,7.390816,133.529022,13.548954,13.348241,1.000000,29.845538,10.043021,7.129990,7.072872,641.898409,216.442028,14853.321744,4777.141945,3.500000,15.412805,2.355000,0.797886,-0.980062,-0.980062,0.000000,CRITICAL
critical_02847,1852310482,3.851772,3.772241,0.012945,5.786792,0.093784,0.019273,100.000000,10.000000,-0.000000,3.660608,3.660608,13.400051,27.252988,39.308663,7.444935,4.186087,0.318647,0.092092,13400.050705,3.800000,4.892695,63.763014,14.428648,13.414580,1.000000,20.750600,6.125971,4.152922,4.503417,486.726819,144.390381,13054.965805,3511.190579,3.800000,8.482818,1.665000,0.486887,-0.959355,-0.959355,0.000000,CRITICAL
critical_02848,829661961,3.655001,4.554401,0.007646,6.945516,0.099839,0.029070,100.000000,10.000000,0.000000,6.337531,6.337531,40.164303,29.130357,46.878058,4.596483,0.622240,0.034331,0.075075,40164.303096,3.700000,9.239129,217.415501,13.336797,13.191058,1.000000,33.447453,11.984229,8.828371,8.104420,746.970309,270.042855,19051.472833,6202.533075,3.700000,17.459478,2.685000,0.951929,-0.982642,-0.982642,0.000000,CRITICAL
critical_02849,601130460,3.554357,5.234135,0.021977,5.635869,0.135423,0.028007,100.000000,10.000000,-0.000000,3.239092,3.239092,10.491717,23.802927,37.490827,7.348642,6.225964,0.147494,0.075075,10491.717111,3.600000,3.280963,26.233497,12.357020,12.788859,1.000000,27.256731,6.370905,3.931669,5.013024,580.668324,138.988291,14820.741993,3174.612516,3.600000,6.556905,2.185000,0.506594,-0.959023,-0.959023,0.000000,CRITICAL
critical_02850,776528002,3.391260,4.460522,0.015366,6.808864,0.145475,0.031798,100.000000,10.000000,-0.000000,4.180932,4.180932,17.480194,28.977484,42.645196,6.930867,3.466653,0.226539,0.070070,17480.193982,3.400000,6.294545,97.969980,14.313253,13.628861,1.000000,29.682002,9.057280,6.128228,6.669269,616.426226,189.452052,14520.930266,4075.782353,3.400000,13.896926,2.377500,0.719605,-0.967112,-0.967112,0.000000,CRITICAL
critical_02851,418507530,3.745264,3.061985,0.018899,5.547712,0.091971,0.021865,100.000000,10.000000,0.000000,2.552928,2.552928,6.517442,25.551452,34.920958,10.008684,11.741810,0.879771,0.090090,6517.442462,3.700000,2.847815,18.677191,14.311874,13.429388,1.000000,16.403012,4.412234,2.807642,3.403668,382.831640,101.319846,10241.380434,2410.771201,3.700000,5.239014,1.305000,0.350780,-0.927788,-0.927788,0.000000,CRITICAL
critical_02852,840754540,3.876676,2.849962,0.015186,6.127545,0.154486,0.019066,100.000000,10.000000,-0.000000,2.998837,2.998837,8.993023,29.225789,39.264247,9.745708,9.880610,0.852210,0.093093,8993.023307,3.900000,3.725002,25.447623,13.883319,13.231095,1.000000,17.113267,4.844525,3.342263,3.506950,401.412978,114.860541,10709.585713,2810.889970,3.900000,6.286126,1.362500,0.385272,-0.930539,-0.930539,0.000000,CRITICAL
critical_02853,244981582,3.527537,3.903966,0.017479,6.061428,0.136606,0.020522,100.000000,10.000000,0.000000,3.024539,3.024539,9.147835,29.170823,40.269101,9.644718,10.660820,0.762755,0.083083,9147.834961,3.500000,3.735085,35.311433,14.833773,13.662343,1.000000,22.325207,5.862562,3.704785,4.543589,477.724446,127.424704,12000.140473,2876.502626,3.500000,7.638321,1.760000,0.465863,-0.945403,-0.945403,0.000000,CRITICAL
critical_02854,192743604,3.439018,3.710861,0.007108,5.230625,0.143904,0.030055,100.000000,10.000000,-0.000000,3.993636,3.993636,15.949129,23.225268,32.467656,5.815569,0.545668,0.176950,0.071071,15949.128780,3.400000,5.863508,65.358035,11.911452,12.837633,1.000000,19.914169,8.492861,6.725734,5.185865,422.645789,180.161657,9918.586658,3884.032954,3.400000,12.690776,1.577500,0.674162,-0.978650,-0.978650,0.000000,CRITICAL
critical_02855,1554456526,3.704550,4.721892,0.021969,4.736346,0.121835,0.020545,100.000000,10.000000,0.000000,2.979092,2.979092,8.874990,22.061632,34.021986,7.405488,5.686042,0.249483,0.079079,8874.989962,3.700000,4.213757,54.315808,14.571864,13.513656,1.000000,21.967778,5.407282,3.427900,4.181890,486.471858,122.857846,12458.594588,2897.515259,3.700000,7.836149,1.747500,0.429814,-0.961646,-0.961646,0.000000,CRITICAL
critical_02856,166292726,3.958332,4.030450,0.016975,4.649549,0.092333,0.023151,100.000000,10.000000,0.000000,3.006629,3.006629,9.039818,22.742874,33.745454,7.564244,5.068995,0.299237,0.083083,9039.817617,4.000000,3.630876,35.838810,14.047628,13.222488,1.000000,18.020312,4.770044,3.227061,3.512747,424.981550,115.272961,11940.037100,2886.001109,3.900000,5.919991,1.447500,0.379429,-0.958871,-0.958871,0.000000,CRITICAL
critical_02857,1220211253,3.620294,3.309630,0.007304,5.439830,0.108790,0.018957,100.000000,10.000000,0.000000,3.319899,3.319899,11.021732,27.358699,36.279570,8.240822,4.487362,0.518066,0.075075,11021.732213,3.600000,4.978998,54.470459,15.161718,13.721228,1.000000,17.410845,6.205385,4.559878,4.208838,382.663974,138.568946,9431.508022,3164.505807,3.600000,9.651277,1.367500,0.493260,-0.961704,-0.961704,0.000000,CRITICAL
critical_02858,1674757736,4.033933,5.513886,0.021495,6.840075,0.107463,0.020886,100.000000,10.000000,-0.000000,5.512894,5.512894,30.392003,29.230969,52.847558,5.302291,4.806294,-0.037657,0.084084,30392.003204,4.000000,7.708681,189.617362,13.400442,12.975414,1.000000,36.875431,8.553085,5.057401,6.897678,889.661127,209.853823,25688.154195,5361.750528,4.000000,12.150117,2.942500,0.679896,-0.973540,-0.973540,0.000000,CRITICAL
critical_02859,1555812292,3.787262,5.699892,0.015690,4.830374,0.101488,0.026278,100.000000,10.000000,0.000000,4.168825,4.168825,17.379101,23.446757,39.077908,5.624309,3.323539,0.043370,0.078078,17379.100623,3.800000,5.964883,84.925188,12.915535,12.995357,1.000000,28.061103,7.284963,4.801935,5.478330,649.589918,169.013157,17111.366318,4055.436858,3.800000,10.508518,2.245000,0.578740,-0.978260,-0.978260,0.000000,CRITICAL
critical_02860,957934242,3.669205,4.663859,0.021332,6.600891,0.150546,0.025528,100.000000,10.000000,0.000000,3.843370,3.843370,14.771496,30.381176,46.593607,7.904826,7.719849,0.265981,0.106106,14771.496301,3.700000,4.803436,69.170975,14.194447,13.412082,1.000000,30.301108,7.020974,3.942159,5.809772,667.227585,158.276329,17329.714574,3716.548839,3.700000,8.997022,2.425000,0.558171,-0.957153,-0.957153,0.000000,CRITICAL
critical_02861,415821757,3.417693,2.930811,0.007142,5.247115,0.102152,0.022615,100.000000,10.000000,-0.000000,2.867440,2.867440,8.222214,23.322390,30.190489,8.133522,3.643823,0.520538,0.078078,8222.214498,3.400000,4.247964,32.311715,14.068153,13.570051,1.000000,14.936210,6.040755,4.716943,3.773748,318.720157,127.663005,7250.457714,2747.788502,3.400000,9.267388,1.205000,0.480138,-0.958121,-0.958121,0.000000,CRITICAL
critical_02862,1998629719,3.977982,5.473987,0.020641,4.247910,0.153350,0.026739,100.000000,10.000000,-0.000000,3.096526,3.096526,9.588475,23.048209,35.594083,7.443247,6.126640,0.268992,0.089089,9588.474979,4.000000,3.623658,37.488350,13.442365,13.036985,1.000000,20.779047,4.849036,3.061192,3.760618,479.971986,117.494796,13786.372445,2989.626266,4.000000,5.777776,1.655000,0.385781,-0.964113,-0.964113,0.000000,CRITICAL
critical_02863,1793494343,3.637405,3.154218,0.011819,6.333323,0.130042,0.021760,100.000000,10.000000,0.000000,3.522093,3.522093,12.405138,30.053231,40.874899,8.532777,5.979020,0.546633,0.079079,12405.137541,3.600000,5.200067,74.969322,16.164663,13.831733,1.000000,20.623892,6.567571,4.480210,4.802157,456.591784,146.698341,11551.584172,3360.297675,3.600000,10.165913,1.647500,0.521600,-0.952794,-0.952794,0.000000,CRITICAL
critical_02864,1314734603,3.134139,4.150100,0.010481,4.471550,0.142885,0.019865,100.000000,10.000000,-0.000000,2.520670,2.520670,6.353777,17.755469,24.713824,7.043949,2.355732,0.288758,0.066066,6353.776661,3.100000,3.691639,31.245616,14.323029,13.696983,1.000000,17.874000,6.355898,4.904594,4.042573,337.407812,123.004435,7590.734640,2447.962492,3.100000,9.624577,1.417500,0.505257,-0.963870,-0.963870,0.000000,CRITICAL
critical_02865,186319066,3.407178,4.224690,0.019723,4.888248,0.102392,0.024530,100.000000,10.000000,0.000000,2.636412,2.636412,6.950666,20.539582,30.064623,7.790734,5.343562,0.349620,0.085085,6950.666055,3.400000,3.620976,28.072378,13.912848,13.487064,1.000000,20.493860,5.619967,3.709261,4.222016,426.962635,117.755532,10120.457177,2556.147902,3.400000,7.943476,1.645000,0.446461,-0.955209,-0.955209,0.000000,CRITICAL
critical_02866,75539846,3.920451,5.201455,0.015388,6.021826,0.096237,0.025255,100.000000,10.000000,-0.000000,4.779931,4.779931,22.847738,28.293243,46.125322,5.919174,3.403925,0.089521,0.081081,22847.738117,3.900000,6.590887,105.899388,12.983775,12.924270,1.000000,29.199730,7.806892,5.064102,5.941586,685.286017,187.076649,19287.715395,4644.836480,3.900000,10.922743,2.340000,0.620086,-0.974063,-0.974063,0.000000,CRITICAL
critical_02867,676929872,3.981059,3.707615,0.017883,6.136542,0.144282,0.028029,100.000000,10.000000,0.000000,3.347684,3.347684,11.206991,31.362424,44.659601,9.368393,10.145205,0.681902,0.090090,11206.990782,4.000000,4.490166,66.552095,15.799849,13.644889,1.000000,21.847766,5.165971,3.084823,4.143806,513.778239,125.024760,14370.760462,3154.004840,4.000000,7.182062,1.755000,0.410907,-0.941032,-0.941032,0.000000,CRITICAL
critical_02868,338278799,3.938123,3.719866,0.013730,3.975878,0.095565,0.028122,100.000000,10.000000,0.000000,2.530452,2.530452,6.403188,21.240141,30.048580,8.393813,6.481069,0.482169,0.100100,6403.187552,3.900000,3.541585,39.457790,15.667181,13.624185,1.000000,15.090757,4.014249,2.563760,3.088904,350.063575,96.511729,9562.054259,2404.341476,3.900000,5.860326,1.177500,0.319103,-0.955030,-0.955030,0.000000,CRITICAL
critical_02869,1847602426,3.650937,4.923938,0.014565,5.763837,0.112386,0.018865,100.000000,10.000000,-0.000000,4.314072,4.314072,18.611216,28.542818,42.730003,6.616213,3.058034,0.206319,0.076076,18611.216361,3.700000,5.767656,88.256637,13.402948,13.276080,1.000000,27.078627,8.062840,5.615829,5.785486,603.503839,181.193785,15044.726839,4196.992731,3.700000,10.879820,2.177500,0.641073,-0.974631,-0.974631,0.000000,CRITICAL
critical_02870,441994639,3.898427,4.442038,0.014401,6.110193,0.130332,0.030332,100.000000,10.000000,0.000000,4.598078,4.598078,21.142317,29.377143,45.049316,6.389006,3.172733,0.167444,0.083083,21142.317103,3.900000,6.800965,129.164370,14.381564,13.390465,1.000000,26.264686,7.575618,4.940609,5.742854,620.857394,180.521771,17146.905497,4438.040807,3.900000,11.408050,2.107500,0.602329,-0.970451,-0.970451,0.000000,CRITICAL
critical_02871,606988140,4.002531,3.019745,0.008781,5.903379,0.114035,0.020727,100.000000,10.000000,-0.000000,3.810498,3.810498,14.519898,30.446486,41.598313,7.990158,4.396971,0.450485,0.092092,14519.897699,4.000000,5.345610,52.362864,13.961991,13.232882,1.000000,17.951082,5.845471,4.251142,4.012147,435.698830,143.422801,12027.215909,3609.802688,4.000000,8.432414,1.425000,0.464434,-0.958030,-0.958030,0.000000,CRITICAL
critical_02872,2095377156,3.880280,5.361106,0.018071,5.142074,0.137067,0.027100,100.000000,10.000000,0.000000,4.201964,4.201964,17.656498,21.469287,37.320184,5.109346,2.873463,-0.009017,0.095095,17656.498339,3.900000,6.011015,88.432569,12.773463,12.823455,1.000000,27.140952,7.072675,4.658149,5.322066,625.356310,167.754040,18298.691539,4123.289350,3.900000,10.155450,2.170000,0.561907,-0.975290,-0.975290,0.000000,CRITICAL
critical_02873,1757199886,3.173818,5.577124,0.016416,5.301679,0.110756,0.026536,100.000000,10.000000,-0.000000,3.378266,3.378266,11.412682,18.555216,30.177958,5.492527,2.620246,0.052919,0.082082,11412.681845,3.200000,5.071541,69.874197,13.532048,13.467949,1.000000,29.403299,8.407648,5.473066,6.382326,565.007451,164.874920,13414.195412,3347.995386,3.200000,12.709217,2.365000,0.668862,-0.972643,-0.972643,0.000000,CRITICAL
critical_02874,469663748,3.752952,3.834785,0.011591,4.153378,0.089830,0.021502,100.000000,10.000000,0.000000,2.934984,2.934984,8.614130,19.592678,28.160684,6.675566,2.306520,0.235826,0.078078,8614.129775,3.800000,4.127541,47.992121,14.801442,13.534751,1.000000,15.891764,5.226007,3.809056,3.578023,359.617654,120.246424,9125.886982,2849.199167,3.800000,7.400486,1.272500,0.415316,-0.967443,-0.967443,0.000000,CRITICAL
critical_02875,823652537,3.180502,4.036496,0.020793,5.406435,0.149156,0.027389,100.000000,10.000000,-0.000000,2.500716,2.500716,6.253580,22.324367,31.497377,8.927190,8.315032,0.538886,0.072072,6253.580047,3.200000,3.480097,31.348925,15.049772,13.883506,1.000000,23.217153,6.056637,3.844313,4.680183,441.634495,118.750624,9392.299284,2414.741555,3.200000,8.706742,1.855000,0.481476,-0.946849,-0.946849,0.000000,CRITICAL
critical_02876,1107576880,3.723152,2.898351,0.019346,5.902157,0.122248,0.018660,100.000000,10.000000,-0.000000,2.462316,2.462316,6.063000,28.445908,37.549441,11.552501,19.657406,1.439778,0.082082,6062.999554,3.700000,2.985021,21.471404,16.099170,13.798815,1.000000,16.511220,4.204883,2.695182,3.227543,378.423392,95.803675,9928.225660,2267.164482,3.700000,5.520888,1.322500,0.333922,-0.912438,-0.912438,0.000000,CRITICAL
critical_02877,1426509604,3.552491,5.193108,0.008976,6.253217,0.152473,0.020921,100.000000,10.000000,0.000000,5.511855,5.511855,30.380541,28.887662,43.862245,5.241006,0.579526,0.098648,0.073073,30380.540587,3.600000,7.139456,117.789092,11.689678,12.577693,1.000000,31.013788,10.974336,8.485292,6.959589,671.136174,240.202492,16152.689636,5389.997027,3.500000,14.365027,2.450000,0.871405,-0.981788,-0.981788,0.000000,CRITICAL
critical_02878,2010424651,3.989274,3.145405,0.012037,5.410142,0.107582,0.027287,100.000000,10.000000,-0.000000,3.281116,3.281116,10.765724,27.138075,37.565334,8.270988,5.435940,0.495788,0.085085,10765.724460,4.000000,4.761079,53.928394,15.391239,13.599839,1.000000,16.830566,5.099167,3.527686,3.681974,403.609299,123.900308,11529.722983,3099.394770,4.000000,7.612629,1.337500,0.405026,-0.952383,-0.952383,0.000000,CRITICAL
critical_02879,1870728396,3.907662,2.846223,0.018643,7.125844,0.102680,0.018157,100.000000,10.000000,0.000000,3.160639,3.160639,9.989640,36.304853,48.410874,11.486554,19.510184,1.378680,0.099099,9989.639976,3.900000,3.548468,29.473412,15.659020,13.660055,1.000000,19.835473,4.890267,2.926391,3.918028,467.939974,116.774755,13072.314367,2897.942861,3.900000,5.900054,1.567500,0.389044,-0.914169,-0.914169,0.000000,CRITICAL
critical_02880,2098505407,3.076371,5.259498,0.017052,5.756904,0.123219,0.023798,100.000000,10.000000,0.000000,3.169777,3.169777,10.047484,22.711117,33.873686,7.164895,4.548321,0.226207,0.093093,10047.483836,3.100000,4.471020,57.539105,14.070001,13.747458,1.000000,29.699258,8.338887,5.202695,6.516824,560.432944,158.135972,11720.165535,3112.386122,3.100000,11.943727,2.392500,0.662992,-0.966456,-0.966456,0.000000,CRITICAL
critical_02881,87285296,3.653146,2.932234,0.008139,4.105379,0.121223,0.021973,100.000000,10.000000,-0.000000,2.223151,2.223151,4.942402,20.705120,26.349993,9.313410,7.237358,0.805452,0.074074,4942.401880,3.700000,3.077984,23.461673,15.979707,13.859119,1.000000,11.428984,4.039951,3.132404,2.551323,246.200956,90.849022,6103.895189,2096.726004,3.700000,5.747917,0.902500,0.321060,-0.949042,-0.949042,0.000000,CRITICAL
critical_02882,507580169,3.097970,3.425821,0.019996,5.744702,0.159599,0.019972,100.000000,10.000000,0.000000,2.131621,2.131621,4.543809,23.490050,31.096383,11.019805,16.585087,1.208049,0.082082,4543.808707,3.100000,2.832634,20.453988,16.006401,14.060931,1.000000,20.340802,5.294929,3.378285,4.077189,380.162197,101.312851,7744.278538,2014.820672,3.100000,7.490221,1.647500,0.421095,-0.923389,-0.923389,0.000000,CRITICAL
critical_02883,1209035919,3.474863,2.902594,0.015322,5.701869,0.114371,0.026598,100.000000,10.000000,0.000000,2.334407,2.334407,5.449456,25.613350,33.376577,10.972101,15.373411,1.225306,0.073073,5449.456229,3.500000,3.345104,31.599102,17.026918,13.949001,1.000000,16.120234,4.592322,3.103205,3.385195,343.162299,98.373321,8310.201349,2176.637532,3.500000,6.991821,1.285000,0.364755,-0.921691,-0.921691,0.000000,CRITICAL
critical_02884,105479336,3.242314,4.419989,0.016401,4.790940,0.107347,0.029474,100.000000,10.000000,-0.000000,2.644923,2.644923,6.995616,20.200715,29.035483,7.637545,4.656449,0.341405,0.067067,6995.616095,3.200000,3.097168,21.438476,12.324514,13.079370,1.000000,21.475317,6.197503,4.198935,4.558288,421.531032,124.293908,9334.342506,2572.177891,3.200000,7.515713,1.705000,0.492439,-0.962138,-0.962138,0.000000,CRITICAL
critical_02885,763090067,3.295315,4.977556,0.021781,5.242340,0.087032,0.031894,100.000000,10.000000,0.000000,2.724025,2.724025,7.420312,21.085369,31.921944,7.740520,6.666914,0.275596,0.075075,7420.311505,3.300000,3.751343,45.169881,14.573991,13.696201,1.000000,25.339420,6.208923,3.600308,5.058509,501.760703,125.825935,11704.642131,2661.200825,3.300000,8.780397,2.010000,0.493737,-0.956325,-0.956325,0.000000,CRITICAL
critical_02886,329857423,3.441710,4.282674,0.011484,6.252285,0.152412,0.028705,100.000000,10.000000,-0.000000,3.727737,3.727737,13.896020,26.890773,38.398010,7.213700,3.250195,0.286149,0.077077,13896.020448,3.400000,5.068682,71.934734,14.752325,13.715261,1.000000,24.681494,7.778561,5.533601,5.466742,520.950585,165.082391,12668.811553,3605.856783,3.400000,10.900505,1.985000,0.619639,-0.964901,-0.964901,0.000000,CRITICAL
critical_02887,2003430295,3.061042,4.820007,0.017906,7.186099,0.119094,0.028765,100.000000,10.000000,-0.000000,3.473565,3.473565,12.065656,28.137203,40.785532,8.100381,6.302392,0.378032,0.065065,12065.656392,3.100000,4.587246,56.612167,14.191188,13.765174,1.000000,33.994464,9.094958,5.838902,6.973199,633.532034,172.351566,13179.228297,3398.915766,3.100000,12.299603,2.720000,0.723564,-0.956971,-0.956971,0.000000,CRITICAL
critical_02888,135996871,3.551680,3.306549,0.011912,3.956542,0.154411,0.026733,100.000000,10.000000,-0.000000,2.090510,2.090510,4.370231,17.836883,24.391081,8.532313,5.196486,0.537580,0.074074,4370.231352,3.600000,2.767026,17.443011,15.094686,13.717414,1.000000,12.644051,4.048577,3.158225,2.533100,277.489967,88.807933,6682.531472,1997.905922,3.600000,5.518991,1.000000,0.321439,-0.949344,-0.949344,0.000000,CRITICAL
critical_02889,318695835,3.246719,2.939741,0.008543,6.413468,0.136709,0.027660,100.000000,10.000000,0.000000,2.779381,2.779381,7.724957,27.453977,34.710755,9.877732,9.322896,0.927950,0.079079,7724.957170,3.300000,3.744295,42.240556,16.953436,14.046225,1.000000,17.669574,6.334789,4.523380,4.434927,353.221303,127.198550,7779.398872,2622.151161,3.300000,8.834218,1.410000,0.502962,-0.939201,-0.939201,0.000000,CRITICAL
critical_02890,419026116,3.594952,5.107535,0.017484,6.788633,0.122312,0.030426,100.000000,10.000000,0.000000,4.445223,4.445223,19.760007,31.130936,48.409962,7.003234,5.013271,0.178820,0.088088,19760.006554,3.600000,5.999820,83.268500,13.311385,13.218680,1.000000,33.163531,8.526838,5.259256,6.711720,735.446399,188.736576,18532.684507,4332.472510,3.600000,11.748032,2.640000,0.676838,-0.967889,-0.967889,0.000000,CRITICAL
critical_02891,319103275,3.160230,5.192321,0.018533,5.902513,0.086066,0.027914,100.000000,10.000000,-0.000000,3.167943,3.167943,10.035864,23.992516,35.644608,7.573531,5.515008,0.277725,0.066066,10035.864156,3.200000,3.763963,36.444172,12.900518,13.314654,1.000000,30.176426,7.855519,4.883886,6.152791,572.186525,153.387505,12001.898294,3120.488376,3.200000,9.490089,2.440000,0.623054,-0.961132,-0.961132,0.000000,CRITICAL
critical_02892,1220994164,3.967715,5.116803,0.017606,4.172965,0.127746,0.026388,100.000000,10.000000,0.000000,3.273197,3.273197,10.713817,21.845465,34.018278,6.674046,3.761364,0.183469,0.079079,10713.816905,4.000000,4.085190,48.667510,13.635529,13.128902,1.000000,19.662972,5.201103,3.741577,3.612765,451.963888,125.790915,13244.021181,3166.686365,4.000000,6.567694,1.562500,0.413095,-0.970240,-0.970240,0.000000,CRITICAL
critical_02893,782430481,3.120029,5.288062,0.009395,4.988605,0.146516,0.026754,100.000000,10.000000,0.000000,3.733070,3.733070,13.935812,20.244711,30.149786,5.423073,0.583968,0.107683,0.071071,13935.812449,3.100000,5.414281,53.430542,10.617889,12.304250,1.000000,26.363492,9.602787,7.321171,6.214014,490.395708,185.772383,10144.267608,3679.524255,3.100000,14.085137,2.122500,0.763490,-0.979776,-0.979776,0.000000,CRITICAL
